rel	final_cat	source	evidence
Sources/Nehir/Core/Overview/OverviewInputHandler.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewInputHandler.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewLayoutCalculator.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewLayoutCalculator.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewRenderer.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewRenderer.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewSearchFilter.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewSearchFilter.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewState.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewState.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewThumbnailSizing.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewThumbnailSizing.swift | diff is only SPDX header block
Sources/Nehir/Core/Overview/OverviewWindow.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Overview/OverviewWindow.swift | diff is only SPDX header block
Sources/Nehir/Core/PrivateAPIs.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/PrivateAPIs.swift | diff is only SPDX header block
Sources/Nehir/Core/ProjectionInvalidation.swift	5	round1+confirmed	R2: tokens 'ProjectionInvalidation','workspaceProjection','focusProjection','displayProjection' empty on origin/main -> invented in Nehir
Sources/Nehir/Core/PureLayout/PureDirection.swift	5	round1+confirmed	R2: PureDirection/horizontalStep/verticalStorageStep all empty in origin; upstream Dwindle uses activeTileIdx model -> invented in Nehir
Sources/Nehir/Core/PureLayout/PureLayoutInvariants.swift	5	round1+confirmed	R2: PureLayoutInvariants/PureLayoutInvariantViolation/CoreWorld all empty in origin (grep and -S) -> invented in Nehir
Sources/Nehir/Core/PureLayout/PureLayoutModels.swift	5	round1+confirmed	R2: CoreColumnID/CoreWorld/CoreWorkspace/PureLayoutConfig all empty in origin (grep and -S) -> invented in Nehir
Sources/Nehir/Core/PureLayout/PureLayoutReducer.swift	5	round1+confirmed	R2: PureLayoutReducer/expelFocusedWindow/moveFocusedWindowHorizontal/nextColumnID all empty in origin -> invented in Nehir
Sources/Nehir/Core/Reconcile/ActionPlan.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/ActionPlan.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/DebugDump.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/DebugDump.swift | added version header + interaction-monitor trace fields
Sources/Nehir/Core/Reconcile/EventNormalizer.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/EventNormalizer.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/FocusPolicyEngine.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/FocusPolicyEngine.swift | added windowCloseFocusRecovery case
Sources/Nehir/Core/Reconcile/InvariantChecks.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/InvariantChecks.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/PersistedWindowRestoreCatalog.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/PersistedWindowRestoreCatalog.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/Planner.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/Planner.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/ReconcileSnapshot.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/ReconcileSnapshot.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/ReconcileTrace.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/ReconcileTrace.swift | added preInteractionMonitorId field threading
Sources/Nehir/Core/Reconcile/ReconcileTxn.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/ReconcileTxn.swift | added preInteractionMonitorId field with docs
Sources/Nehir/Core/Reconcile/RestorePlanner.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/RestorePlanner.swift | added ignoreMonitorIdentity threading + focus guard
Sources/Nehir/Core/Reconcile/RuntimeStore.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/RuntimeStore.swift | added preInteractionMonitorId threading
Sources/Nehir/Core/Reconcile/StateReducer.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/StateReducer.swift | diff is only SPDX header block
Sources/Nehir/Core/Reconcile/WMEvent.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Reconcile/WMEvent.swift | diff is only SPDX header block
Sources/Nehir/Core/Rules/WindowRuleEngine.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Rules/WindowRuleEngine.swift | added ghostty quick-terminal overlay built-in rule
Sources/Nehir/Core/SkyLight/CGSEventObserver.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/SkyLight/CGSEventObserver.swift | diff is only SPDX header block
Sources/Nehir/Core/SkyLight/DisplaySpacesMode.swift	4	round1+confirmed	R2: enum DisplaySpacesMode{enabled,disabled,unavailable} introduced by Barut at ee554c7 in SkyLight.swift (post-base); Nehir extracted+extended with displayName/systemImage
Sources/Nehir/Core/SkyLight/SkyLight.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/SkyLight/SkyLight.swift | added displaySpacesMode() detection feature
Sources/Nehir/Core/Sleep/SleepPreventionManager.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Sleep/SleepPreventionManager.swift | only reason string rebrand OmniWM->Nehir
Sources/Nehir/Core/Support/BuildVersion.swift	5	round1+confirmed	R2: basename + tokens 'BuildVersion','gitVersionString' empty; upstream uses Bundle+Extensions.appVersion, no BuildVersion enum -> invented in Nehir
Sources/Nehir/Core/Support/Bundle+Extensions.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Support/Bundle+Extensions.swift | removed releaseVersion computed property
Sources/Nehir/Core/Support/CGGeometry+Extensions.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Support/CGGeometry+Extensions.swift | original intact; added per-display transform/debug helpers
Sources/Nehir/Core/Support/ParseError.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Support/ParseError.swift | diff is only SPDX header block
Sources/Nehir/Core/Surface/SurfaceCoordinator.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Surface/SurfaceCoordinator.swift | diff is only SPDX header block
Sources/Nehir/Core/Surface/SurfaceScene.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Surface/SurfaceScene.swift | removed resizePlaceholder/quake cases
Sources/Nehir/Core/Workspace/InteractionMonitorWriteTrace.swift	5	round1+confirmed	R2: tokens 'InteractionMonitorWriteRecorder','interaction monitor writes empty' empty on origin/main; upstream has SessionState field but not the recorder -> invented in Nehir
Sources/Nehir/Core/Workspace/WindowModel.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WindowModel.swift | added WindowVisibility/HiddenReason model + dedup
Sources/Nehir/Core/Workspace/WindowState.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WindowState.swift | diff is only SPDX header block
Sources/Nehir/Core/Workspace/WorkspaceEntryOrdering.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WorkspaceEntryOrdering.swift | diff is only SPDX header block
Sources/Nehir/Core/Workspace/WorkspaceManager.swift	2	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WorkspaceManager.swift | original core intact; added debug dumps + projection invalidation
Sources/Nehir/Core/Workspace/WorkspaceName.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WorkspaceName.swift | diff is only SPDX header block
Sources/Nehir/Core/Workspace/WorkspaceTargetResolver.swift	1	round1	ee9b4f0:Sources/OmniWM/Core/Workspace/WorkspaceTargetResolver.swift | only OmniWMIPC->NehirIPC import rename
Sources/Nehir/IPC/ExternalCommandResult.swift	2	round1	ee9b4f0:Sources/OmniWM/IPC/ExternalCommandResult.swift | replaced ignoredLayoutMismatch with 3 new failure cases
Sources/Nehir/IPC/IPCApplicationBridge.swift	2	round1	ee9b4f0:Sources/OmniWM/IPC/IPCApplicationBridge.swift | import rename + changed failure case mapping
Sources/Nehir/IPC/IPCCommandRouter.swift	2	round1	ee9b4f0:Sources/OmniWM/IPC/IPCCommandRouter.swift | removed dwindle/quake cases; added debug/scroll/toggle commands
Sources/Nehir/IPC/IPCConnection.swift	1	round1	ee9b4f0:Sources/OmniWM/IPC/IPCConnection.swift | only OmniWMIPC->NehirIPC import rename
Sources/Nehir/IPC/IPCEventBroker.swift	1	round1	ee9b4f0:Sources/OmniWM/IPC/IPCEventBroker.swift | only OmniWMIPC->NehirIPC import rename
Sources/Nehir/IPC/IPCQueryRouter.swift	2	round1	ee9b4f0:Sources/OmniWM/IPC/IPCQueryRouter.swift | import rename + focusedToken->confirmedManagedFocusToken
Sources/Nehir/IPC/IPCRuleProjection.swift	2	round1	ee9b4f0:Sources/OmniWM/IPC/IPCRuleProjection.swift | import rename + removed alwaysFloat/manage init args
Sources/Nehir/IPC/IPCRuleRouter.swift	1	round1	ee9b4f0:Sources/OmniWM/IPC/IPCRuleRouter.swift | only OmniWMIPC->NehirIPC import rename
Sources/Nehir/IPC/IPCServer.swift	1	round1	ee9b4f0:Sources/OmniWM/IPC/IPCServer.swift | only import rename + queue label rebrand + whitespace
Sources/Nehir/UI/AboutSettingsTab.swift	5	round1+confirmed	R2: origin -S/grep 'struct AboutSettingsTab','SpreadTheWordSheet','sponsorShowcase','ShareDestination','AboutInfoCard' empty; basename empty -> invented in Nehir
Sources/Nehir/UI/AppRuleDraft.swift	2	round1	Sources/OmniWM/UI/AppRuleDraft.swift@ee9b4f0 | Structure identical; only drops usesLegacyAlwaysFloat field/logic + SPDX+rename.
Sources/Nehir/UI/AppRulesView.swift	2	round1	Sources/OmniWM/UI/AppRulesView.swift@ee9b4f0 | All 11 upstream types kept; AppRuleAddSheet renamed to AppRuleAddPane, localized edits.
Sources/Nehir/UI/BehaviorSettingsTab.swift	5	round1+confirmed	R2: origin -S/-grep 'BehaviorSettingsTab','RevealPartial','Wrap Navigation at Edges' all empty; only inherited setFocusFollowsMouse/scrollModifierKey fields hit -> invented in Nehir
Sources/Nehir/UI/BorderSettingsTab.swift	2	round1	Sources/OmniWM/UI/BorderSettingsTab.swift@ee9b4f0 | Single struct preserved; localized default/label edits (17+/11-).
Sources/Nehir/UI/CommandPalette/CommandPaletteController.swift	3	round1	Sources/OmniWM/UI/CommandPalette/CommandPaletteController.swift@ee9b4f0 | Clipboard feature gutted, CommandPaletteCommandItem/Panel added (146+/348-).
Sources/Nehir/UI/ConfigurationFilesSection.swift	5	round1+confirmed	R2: origin -S/-grep 'ConfigurationFilesSection','revealConfigFolder','openMainSettingsFile' empty; only inherited SettingsFileAction enum (base ee9b4f0) referenced -> Nehir-only
Sources/Nehir/UI/DestructiveConfirmationAlert.swift	5	round1+confirmed	R2: origin -S/-grep 'DestructiveConfirmationAlert','confirmRestart','Enable Tracing' all empty across tip+history -> Nehir-only alert helper
Sources/Nehir/UI/DeveloperBadge.swift	5	round1+confirmed	R2: origin -S/-grep 'DeveloperBadge' empty in tip+history; basename empty -> Nehir-only badge view
Sources/Nehir/UI/DisplayDiagnosticsSettingsTab.swift	5	round1+confirmed	R2: origin -S/-grep 'DisplayDiagnosticsSettingsTab','DisplayEnvironmentDiagnostics','DebugCommandRow','SettingsDiagnosticsDetector' empty; only inherited DisplaySpacesMode type referenced -> Nehir-only
Sources/Nehir/UI/ExperimentalBadge.swift	5	round1+confirmed	R2: origin -S/-grep 'ExperimentalBadge' empty in tip+history; basename empty -> Nehir-only badge view
Sources/Nehir/UI/HotkeySettingsView.swift	3	round1	Sources/OmniWM/UI/HotkeySettingsView.swift@ee9b4f0 | Reorganized into numbered groups, presets/LeaderConflict removed (456+/786-).
Sources/Nehir/UI/KeyRecorderView.swift	2	round1	Sources/OmniWM/UI/KeyRecorderView.swift@ee9b4f0 | Kept KeyRecorderView/NSView verbatim; only Hyper* types deleted.
Sources/Nehir/UI/LayoutSettingsTab.swift	5	round1+confirmed	R2: origin -S/-grep 'LayoutSettingsTab','MonitorGapSettingsSection','draftGapSize','commitGapSizeDraft' empty; only inherited MonitorNiriSettingsSection referenced -> Nehir-only
Sources/Nehir/UI/LiquidGlassStyles.swift	1	round1	Sources/OmniWM/UI/LiquidGlassStyles.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/MenuAnywhere/MenuAnywhereController.swift	1	round1	Sources/OmniWM/UI/MenuAnywhere/MenuAnywhereController.swift@ee9b4f0 | Only SPDX header + dispatch-queue label rebrand.
Sources/Nehir/UI/MonitorSettingsTab.swift	2	round1	Sources/OmniWM/UI/MonitorSettingsTab.swift@ee9b4f0 | All 10 types preserved in order; localized additions (114+/57-).
Sources/Nehir/UI/Onboarding/Animations/StaticStepIcon.swift	5	round1+confirmed	R2: origin -S/-grep 'StaticStepIcon','OnboardingStep' both empty in tip+history; basename empty -> Nehir-only
Sources/Nehir/UI/Onboarding/Animations/WelcomeAnimation.swift	5	round1+confirmed	R2: origin -S/-grep 'WelcomeAnimation','appearedCount' empty in tip+history; basename empty -> Nehir-only
Sources/Nehir/UI/Onboarding/Animations/WorkspaceBarAnimation.swift	5	round1+confirmed	R2: origin -S/-grep 'WorkspaceBarAnimation','MockWorkspace','scratchpadPill' empty; only inherited deduplicateAppIcons field referenced -> Nehir-only
Sources/Nehir/UI/Onboarding/ConfigRecoveryView.swift	5	round1+confirmed	R2: origin -S/-grep 'ConfigRecoveryView','ConfigAssistancePrompt',"Couldn't load settings" all empty -> Nehir-only recovery view
Sources/Nehir/UI/Onboarding/InteractiveMoveDemo.swift	5	round1+confirmed	R2: origin -S/-grep 'MoveDemoModel','InteractiveMoveDemo','ThreeFingerGestureTapController','PureLayoutReducer','CoreWorld','paletteActions' all empty -> Nehir-only demo
Sources/Nehir/UI/Onboarding/NehirLogo.swift	5	round1+confirmed	R2: origin -S/-grep 'NehirLogo' empty in tip+history; basename empty -> Nehir-only logo view
Sources/Nehir/UI/Onboarding/OnboardingStepControls.swift	5	round1+confirmed	R2: origin -S/-grep 'DoneStepLinkCard','DoneStepControl','WorkspaceBarStepControl','NavigationStepControl','ExperimentalStepControl','discussionsURL','sponsorsURL' all empty -> Nehir-only
Sources/Nehir/UI/Onboarding/OnboardingStepView.swift	5	round1+confirmed	R2: basename + tokens 'OnboardingStepView','continueButtonTitle','animationHeight' all empty on origin/main; no Onboarding* file exists -> invented in Nehir
Sources/Nehir/UI/Onboarding/OnboardingSteps.swift	5	round1+confirmed	R2: tokens 'OnboardingStep','animationHeight','Meet Nehir','continuous horizontal river' empty on origin/main; no Onboarding* file -> invented in Nehir
Sources/Nehir/UI/Onboarding/OnboardingView.swift	5	round1+confirmed	R2: tokens 'OnboardingView','OnboardingStateStore','WelcomeAnimation','WorkspaceBarAnimation' empty on origin/main; no Onboarding* file -> invented in Nehir
Sources/Nehir/UI/Onboarding/OnboardingWindowController.swift	5	round1+confirmed	R2: tokens 'OnboardingWindowController','showWhatsNewReplacingOnboarding','setOnboardingActive' empty on origin/main; no OnboardingWindowController.swift -> invented in Nehir
Sources/Nehir/UI/Onboarding/ReleaseNotes.swift	5	round1+confirmed	R2: tokens 'ReleaseNotes','repositoryURLString','isPlaceholderVersion' empty on origin/main; only README/UpdateCoordinator mention 'release notes' -> invented in Nehir
Sources/Nehir/UI/Onboarding/WhatsNewContent.swift	5	round1+confirmed	R2: tokens 'WhatsNewContent','slider.horizontal.3','Settings, rebuilt' empty on origin/main; no WhatsNew* file in origin -> invented in Nehir
Sources/Nehir/UI/Onboarding/WhatsNewView.swift	5	round1+confirmed	R2: tokens 'WhatsNewView','onRerunOnboarding','settingsWarningsCard','SettingsDiagnosticsIssue' empty on origin/main -> invented in Nehir
Sources/Nehir/UI/OverridableControls.swift	2	round1	Sources/OmniWM/UI/OverridableControls.swift@ee9b4f0 | All 11 upstream types kept + 3 new Nehir helpers (177+/77-).
Sources/Nehir/UI/SettingInfo.swift	5	round1+confirmed	R2: basename 'SettingInfo.swift' + token 'SettingInfo' empty on origin/main; no SettingInfo type exists -> invented in Nehir
Sources/Nehir/UI/SettingsColor+SwiftUI.swift	1	round1	Sources/OmniWM/UI/SettingsColor+SwiftUI.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/SettingsDetailView.swift	2	round1	Sources/OmniWM/UI/SettingsDetailView.swift@ee9b4f0 | Single struct kept; swaps section cases for Nehir tabs (19+/9-).
Sources/Nehir/UI/SettingsFileWorkflow.swift	2	round1	Sources/OmniWM/UI/SettingsFileWorkflow.swift@ee9b4f0 | All 3 enums preserved; case renames reveal/open to config-folder/settings-file.
Sources/Nehir/UI/SettingsSection.swift	2	round1	Sources/OmniWM/UI/SettingsSection.swift@ee9b4f0 | Both enums preserved; case swaps for removed/added tabs (33+/18-).
Sources/Nehir/UI/SettingsSidebar.swift	2	round1	Sources/OmniWM/UI/SettingsSidebar.swift@ee9b4f0 | Single struct kept; adds diagnostics badge + sidebarRow helper (52+/4-).
Sources/Nehir/UI/SettingsView.swift	3	round1	Sources/OmniWM/UI/SettingsView.swift@ee9b4f0 | Adds SettingsNavigationModel + CLISettingsSection, reworks plumbing (423+/245-).
Sources/Nehir/UI/SettingsWindowController.swift	2	round1	Sources/OmniWM/UI/SettingsWindowController.swift@ee9b4f0 | Single class kept; adds navigation/cliManager/observer token (37+/5-).
Sources/Nehir/UI/StatusBar/StatusBarController.swift	2	round1	Sources/OmniWM/UI/StatusBar/StatusBarController.swift@ee9b4f0 | Class kept; new hand-drawn status icon, drops hiddenBar/updateCoord (50+/40-).
Sources/Nehir/UI/StatusBar/StatusBarMenu.swift	3	round1	Sources/OmniWM/UI/StatusBar/StatusBarMenu.swift@ee9b4f0 | Guts clipboard/cli/update menu items, adds AppearanceProvider (155+/346-).
Sources/Nehir/UI/VisualEffectsCompatibility.swift	1	round1	Sources/OmniWM/UI/VisualEffectsCompatibility.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarDataSource.swift	1	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarDataSource.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarGeometry.swift	1	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarGeometry.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarManager.swift	2	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarManager.swift@ee9b4f0 | 3 types kept; adds logger, appearanceProvider, palette/trace callbacks (102+/6-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarPanel.swift	2	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarPanel.swift@ee9b4f0 | Class kept; adds targetFrame override branch (12+/2-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarProjectionOptions.swift	1	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarProjectionOptions.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/Nehir/UI/WorkspaceBar/WorkspaceBarView.swift	2	round1	Sources/OmniWM/UI/WorkspaceBar/WorkspaceBarView.swift@ee9b4f0 | All 15 types preserved; localized view additions (190+/6-).
Sources/Nehir/UI/WorkspaceBarSettingsTab.swift	2	round1	Sources/OmniWM/UI/WorkspaceBarSettingsTab.swift@ee9b4f0 | 3 types kept in order; localized default/label edits (68+/38-).
Sources/Nehir/UI/WorkspacesSettingsTab.swift	3	round1	Sources/OmniWM/UI/WorkspacesSettingsTab.swift@ee9b4f0 | 5 upstream types split into 9, sidebar/detail panes rewritten (316+/185-).
Sources/NehirCtl/CLICompletionGenerator.swift	3	round1	Sources/OmniWMCtl/CLICompletionGenerator.swift@ee9b4f0 | Rewrites slot-based completion to prefix-based algorithm (74+/164-).
Sources/NehirCtl/CLIEntry.swift	1	round1	Sources/OmniWMCtl/CLIEntry.swift@ee9b4f0 | Only SPDX header + OmniWMCtlMain->NehirCtlMain enum rename.
Sources/NehirCtl/CLILegalNotice.swift	5	round1+confirmed	R2: basename + tokens 'CLILegalNotice','nehirctl','derivative fork of OmniWM' empty on origin/main -> invented in Nehir
Sources/NehirCtl/CLIOutputFormat.swift	2	round1	Sources/OmniWMCtl/CLIOutputFormat.swift@ee9b4f0 | Enum kept; adds single legalNotice case + import rename (7+/1-).
Sources/NehirCtl/CLIParser.swift	2	round1	Sources/OmniWMCtl/CLIParser.swift@ee9b4f0 | Parser kept; swaps layout parsing for legal/traceDesiredState (46+/23-).
Sources/NehirCtl/CLIRenderer.swift	2	round1	Sources/OmniWMCtl/CLIRenderer.swift@ee9b4f0 | Renderer kept; drops LAYOUT column, omniwmctl->nehirctl strings (11+/7-).
Sources/NehirCtl/CLIRuntime.swift	2	round1	Sources/OmniWMCtl/CLIRuntime.swift@ee9b4f0 | Runtime kept; adds legalNotice case + omniwmctl->nehirctl strings (16+/9-).
Sources/NehirCtl/IPCClient.swift	2	round1	Sources/OmniWMCtl/IPCClient.swift@ee9b4f0 | Client kept; adds IPCClientFileDescriptor guard class (54+/9-).
Sources/NehirIPC/IPCAutomationManifest.swift	2	round1	Sources/OmniWMIPC/IPCAutomationManifest.swift@ee9b4f0 | Manifest structure kept; removes layoutCompatibility field, adds traceDesiredState.
Sources/NehirIPC/IPCModels.swift	2	round1	Sources/OmniWMIPC/IPCModels.swift@ee9b4f0 | All 84 types preserved; enum-case swaps for removed/added commands (~11%).
Sources/NehirIPC/IPCRuleValidator.swift	1	round1	Sources/OmniWMIPC/IPCRuleValidator.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/NehirIPC/IPCSocketPath.swift	1	round1	Sources/OmniWMIPC/IPCSocketPath.swift@ee9b4f0 | Only SPDX header + project identifier rebrand (NEHIR_SOCKET, dev.guria.nehir).
Sources/NehirIPC/IPCWire.swift	1	round1	Sources/OmniWMIPC/IPCWire.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Sources/NehirIPC/WorkspaceAddressing.swift	1	round1	Sources/OmniWMIPC/WorkspaceAddressing.swift@ee9b4f0 | Diff is only the SPDX header block (5+/0-).
Tests/NehirTests/AXEventHandlerTests.swift	2	round1	Tests/OmniWMTests/AXEventHandlerTests.swift @ ee9b4f0 | API renames (activeWorkspace->interactionWorkspace) + localized value/setup edits; 163/161 tests preserved.
Tests/NehirTests/AXManagerTests.swift	2	round1	Tests/OmniWMTests/AXManagerTests.swift @ ee9b4f0 | Tests wrapped in isolation helper + 2 new frame-write-failure tests; scenarios preserved.
Tests/NehirTests/AXWindowServiceTests.swift	2	round1	Tests/OmniWMTests/AXWindowServiceTests.swift @ ee9b4f0 | Test bodies wrapped in AX isolation helper + async; 19/19 scenarios preserved.
Tests/NehirTests/ActionCatalogTests.swift	3	round1	Tests/OmniWMTests/ActionCatalogTests.swift @ ee9b4f0 | Hyper model rewritten (semantic->physical modifiers); removed visibility/vim tests; sim 31%.
Tests/NehirTests/AppAXContextTests.swift	2	round1	Tests/OmniWMTests/AppAXContextTests.swift @ ee9b4f0 | Identical 7 tests; bodies restructured into isolation helper. suggest-5 is wrong.
Tests/NehirTests/AppCLIManagerTests.swift	1	round1	Tests/OmniWMTests/AppCLIManagerTests.swift @ ee9b4f0 | Only SPDX + import + Nehir.app/nehirctl/cli-tests rebrand; no logic changes.
Tests/NehirTests/AppDelegateIPCTests.swift	2	round1	Tests/OmniWMTests/AppDelegateIPCTests.swift @ ee9b4f0 | Removed update-check coordinator test (feature); retained tests near-verbatim.
Tests/NehirTests/AppRuleDraftTests.swift	1	round1	Tests/OmniWMTests/AppRuleDraftTests.swift @ ee9b4f0 | Diff is only SPDX header + OmniWM->Nehir import rename.
Tests/NehirTests/BorderWindowTests.swift	2	round1	Tests/OmniWMTests/BorderWindowTests.swift @ ee9b4f0 | One new test (disablingBorderDestroysBackingWindow) added; rest near-identical.
Tests/NehirTests/CGSEventObserverTests.swift	1	round1	Tests/OmniWMTests/CGSEventObserverTests.swift @ ee9b4f0 | Diff is only SPDX header + import rename.
Tests/NehirTests/CLICompletionGeneratorTests.swift	2	round1	Tests/OmniWMTests/CLICompletionGeneratorTests.swift @ ee9b4f0 | Expectations updated for nehirctl + removed dwindle commands; localized edits.
Tests/NehirTests/CLIParserTests.swift	2	round1	Tests/OmniWMTests/CLIParserTests.swift @ ee9b4f0 | API renames + localized expectation edits; 35/35 tests preserved.
Tests/NehirTests/CLIRendererTests.swift	1	round1	Tests/OmniWMTests/CLIRendererTests.swift @ ee9b4f0 | Only SPDX + import + omniwmctl/OmniWM->nehirctl/Nehir token rebrand.
Tests/NehirTests/CLIRuntimeTests.swift	2	round1	Tests/OmniWMTests/CLIRuntimeTests.swift @ ee9b4f0 | Localized edits beyond rebrand; 2/2 tests preserved.
Tests/NehirTests/CommandHandlerTests.swift	2	round1	Tests/OmniWMTests/CommandHandlerTests.swift @ ee9b4f0 | One test added + localized edits; structure preserved.
Tests/NehirTests/CommandPaletteControllerTests.swift	2	round1	Tests/OmniWMTests/CommandPaletteControllerTests.swift @ ee9b4f0 | Removed clipboard-mode tests (feature removed); retained 20 near-verbatim.
Tests/NehirTests/ConfigMismatchDetectorTests.swift	5	round1+confirmed	R2: Function-under-test detectConfigMismatches and all test-method names empty in origin; only incidental upstream SettingsTOMLCodec utility referenced -> Nehir-invented
Tests/NehirTests/DisplayEnvironmentDiagnosticsTests.swift	5	round1+confirmed	R2: DisplayEnvironmentDiagnostics/horizontalDisplayArrangement/fixedDock plus all test names empty in origin (grep and -S) -> invented in Nehir
Tests/NehirTests/DisplaySpacesModeTests.swift	5	round1+confirmed	R2: origin -S/grep 'displaySpacesModeOverrideForTests','DisplayEnvironmentDiagnostics','struct DisplaySpacesModeTests' all empty; basename empty -> invented in Nehir
Tests/NehirTests/HotkeyBindingEditorTests.swift	3	round1	Tests/OmniWMTests/HotkeyBindingEditorTests.swift @ ee9b4f0 | Removed sequence/leader tests + new numbered-group test; sim 31%, high turnover.
Tests/NehirTests/HotkeyCenterTests.swift	3	round1	Tests/OmniWMTests/HotkeyCenterTests.swift @ ee9b4f0 | Whole approach rewritten: CGEvent synthesis tests -> pure registrationPlan logic tests.
Tests/NehirTests/HotkeySettingsViewTests.swift	3	round1	Tests/OmniWMTests/HotkeySettingsViewTests.swift @ ee9b4f0 | All upstream tests replaced (input-monitoring/vim/visibility -> numbered-workspace/physical-shortcut).
Tests/NehirTests/IPCCommandRouterTests.swift	2	round1	Tests/OmniWMTests/IPCCommandRouterTests.swift @ ee9b4f0 | API renames + localized edits; 38/39 tests preserved.
Tests/NehirTests/IPCEventBrokerTests.swift	1	round1	Tests/OmniWMTests/IPCEventBrokerTests.swift @ ee9b4f0 | Diff is only SPDX header + import renames.
Tests/NehirTests/IPCModelsTests.swift	2	round1	Tests/OmniWMTests/IPCModelsTests.swift @ ee9b4f0 | IPC version bump + new debug-trace command tests; localized additions.
Tests/NehirTests/IPCQueryRouterTests.swift	2	round1	Tests/OmniWMTests/IPCQueryRouterTests.swift @ ee9b4f0 | API renames + 2 new displays-orientation tests; structure preserved.
Tests/NehirTests/IPCRuleRouterTests.swift	2	round1	Tests/OmniWMTests/IPCRuleRouterTests.swift @ ee9b4f0 | Beyond rebrand only focusedToken->confirmedManagedFocusToken symbol rename.
